city_state,lat,lng
"Powell,Alabama",34.5326,-85.8975
"Redwater,Texas",33.3585,-94.2551
"Bronte,Texas",31.8857,-100.2955
"Gordon,Pennsylvania",40.7502,-76.3398
"Mucarabones,Puerto Rico",18.3906,-66.2178
"Ninnekah,Oklahoma",34.964,-97.9447
"Aynor,South Carolina",34.0002,-79.2071
"Arnolds Park,Iowa",43.3602,-95.1264
"Pala,California",33.3639,-117.0675
"Dresser,Wisconsin",45.3616,-92.6344
"Pickett,Oklahoma",34.7795,-96.7755
"Hackberry,Louisiana",29.9717,-93.3947
"Amherst,Wisconsin",44.4475,-89.2832
"Southwest City,Missouri",36.5205,-94.6103
"Daguao,Puerto Rico",18.2217,-65.6798
"Ansonia,Ohio",40.2141,-84.6344
"Ohatchee,Alabama",33.7877,-86.0281
"Woodward,Iowa",41.8528,-93.9207
"Garrison,Texas",31.8252,-94.4932
"Ames,Texas",30.0451,-94.7373
"Taft Mosswood,California",37.9139,-121.2831
"Pughtown,Pennsylvania",40.1699,-75.6599
"Knights Landing,California",38.798,-121.7175
"Loma Linda,Missouri",36.9858,-94.5922
"St. Paul,Texas",33.0437,-96.5504
"Rockford,Ohio",40.6912,-84.6497
"Prentiss,Mississippi",31.5995,-89.8746
"Housatonic,Massachusetts",42.2487,-73.3626
"Guernsey,Wyoming",42.2656,-104.743
"Coffeeville,Mississippi",33.9764,-89.6845
"Las Ollas,Puerto Rico",18.0142,-66.4207
"Roslyn Harbor,New York",40.8158,-73.6379
"Cañoncito,New Mexico",35.5388,-105.8391
"Rapids City,Illinois",41.5786,-90.3399
"Fall Branch,Tennessee",36.4161,-82.6242
"Beasley,Texas",29.4952,-95.9154
"Roan Mountain,Tennessee",36.1866,-82.0706
"Orleans,Vermont",44.809,-72.2011
"Berry,Alabama",33.6623,-87.6079
"Despard,West Virginia",39.2874,-80.3158
"Underwood,Iowa",41.3807,-95.6821
"Drexel,Missouri",38.5005,-94.6025
"Belmont,Wisconsin",42.7379,-90.3346
"Foots Creek,Oregon",42.3845,-123.1408
"Story,Wyoming",44.5731,-106.9142
"Frontón,Puerto Rico",18.3097,-66.5603
"Cave Spring,Georgia",34.1081,-85.3388
"Baileyton,Alabama",34.2609,-86.6083
"Diamond,Missouri",36.9969,-94.3152
"Eagleville,Tennessee",35.7391,-86.6528
"Clendenin,West Virginia",38.4859,-81.3503
"Blue Ridge,Texas",33.2978,-96.3978
"Sandoval,Illinois",38.6121,-89.1193
"Higginson,Arkansas",35.1968,-91.7152
"Madisonville,Louisiana",30.4003,-90.1653
"Accomac,Virginia",37.7196,-75.6673
"Liberty Center,Ohio",41.4436,-84.0078
"Honalo,Hawaii",19.581,-155.8985
"Yermo,California",34.9073,-116.8235
"French Settlement,Louisiana",30.3156,-90.8031
"Paw Paw,Illinois",41.6877,-88.98
"Lake Kathryn,Florida",29.0072,-81.4906
"Bayside Gardens,Oregon",45.7143,-123.9165
"Clarkfield,Minnesota",44.7907,-95.8079
"Allison,Iowa",42.752,-92.7957
"Loup City,Nebraska",41.2766,-98.9677
"McNary,Arizona",34.0923,-109.8541
"Laurel,New York",40.9728,-72.556
"Pond Creek,Oklahoma",36.6679,-97.8024
"Sidney,Illinois",40.025,-88.0721
"Hooper,Nebraska",41.6116,-96.5487
"Port Republic,New Jersey",39.5328,-74.4852
"Lake Park,Georgia",30.6851,-83.1873
"Marion Center,Massachusetts",41.7042,-70.7629
"Royalton,Pennsylvania",40.1873,-76.7269
"New Market,Pennsylvania",40.223,-76.8561
"Atwood,Illinois",39.7992,-88.4626
"Fairview,Montana",47.852,-104.051
"Richland,Michigan",42.3762,-85.4553
"Minturn,Colorado",39.5463,-106.3871
"Wink,Texas",31.7545,-103.1541
"Barker Heights,North Carolina",35.3104,-82.4412
"Hide-A-Way Hills,Ohio",39.6551,-82.466
"Hobson City,Alabama",33.6148,-85.8561
"Utica,Mississippi",32.1061,-90.6221
"Dortches,North Carolina",36.0114,-77.8572
"Convoy,Ohio",40.9174,-84.705
"Howard,Colorado",38.4098,-105.8424
"Lydia,Louisiana",29.9263,-91.7813
"Ottoville,Ohio",40.9342,-84.3383
"Arapahoe,Nebraska",40.3052,-99.898
"Worthing,South Dakota",43.33,-96.7683
"Potomac Park,Maryland",39.6124,-78.8082
"South Wallins,Kentucky",36.8152,-83.4044
"Rosiclare,Illinois",37.4239,-88.3501
"Kekoskee,Wisconsin",43.5019,-88.5863
"Vaughn,Montana",47.5523,-111.5608
"Clarksburg,Tennessee",35.8705,-88.3937
"Alice Acres,Texas",27.7119,-98.108
"El Rito,New Mexico",36.338,-106.1844
"Pleasant Hill,Texas",31.0033,-94.7936
"Millersport,Ohio",39.898,-82.5387
"Campbell,Texas",33.1483,-95.9532
"Anita,Iowa",41.4437,-94.766
"Celeste,Texas",33.2896,-96.1945
"Yemassee,South Carolina",32.6733,-80.8515
"Harrison,Illinois",37.7979,-89.3364
"Cavetown,Maryland",39.6426,-77.5933
"Cateechee,South Carolina",34.7694,-82.7767
"Sentinel,Oklahoma",35.157,-99.1736
"Pocono Mountain Lake Estates,Pennsylvania",41.1567,-74.9646
"Alcester,South Dakota",43.0278,-96.6268
"Wayne City,Illinois",38.3481,-88.5895
"Sweet Home,Arkansas",34.6707,-92.2465
"Crystal Springs,Florida",28.183,-82.1539
"Brushy,Oklahoma",35.5578,-94.7434
"Owen,Wisconsin",44.9485,-90.5621
"Vardaman,Mississippi",33.8822,-89.1778
"Agency Village,South Dakota",45.5796,-97.0782
"Upper Exeter,Pennsylvania",41.407,-75.8503
"Earlston,Pennsylvania",40.0038,-78.3736
"Farmington,Pennsylvania",39.81,-79.5623
"Stromsburg,Nebraska",41.1159,-97.5912
"Philpot,Kentucky",37.7356,-87.0013
"St. George Island,Florida",29.652,-84.8881
"Camp Wood,Texas",29.6691,-100.0108
"Castle Hayne,North Carolina",34.3583,-77.9114
"Spring Hill,Pennsylvania",40.3704,-78.6691
"Alderson,West Virginia",37.7277,-80.6436
"Rio,Virginia",38.0804,-78.4732
"Gladbrook,Iowa",42.1861,-92.7151
"Flint Creek,Oklahoma",36.1765,-94.7436
"Emerald Bay,Texas",32.1602,-95.438
"Magazine,Arkansas",35.1534,-93.8078
"Dilworthtown,Pennsylvania",39.9032,-75.5709
"Jones Valley,California",40.6999,-122.2405
"Jeffersonville,Georgia",32.6863,-83.3433
"Oriental,North Carolina",35.0357,-76.6816
"Chicora,Pennsylvania",40.9505,-79.7401
"Riceboro,Georgia",31.7264,-81.4438
"Hollywood,Alabama",34.7195,-85.9641
"Ranchester,Wyoming",44.9075,-107.1674
"Converse,Indiana",40.5769,-85.8803
"Saegertown,Pennsylvania",41.7165,-80.1364
"Overbrook,Kansas",38.7794,-95.5569
"West Wood,Utah",39.6051,-110.8424
"Flushing,Ohio",40.1481,-81.0647
"Randolph,Utah",41.6655,-111.1846
"South Corning,New York",42.1262,-77.0356
"Dakota City,Iowa",42.7229,-94.1977
"Mannsville,Oklahoma",34.1854,-96.8981
"Notasulga,Alabama",32.5573,-85.6692
"Spaulding,Illinois",39.8663,-89.5447
"Sabana,Puerto Rico",18.4643,-66.3517
"Minor,Alabama",33.539,-86.9401
"Cottondale,Florida",30.7891,-85.3644
"Gila Crossing,Arizona",33.2731,-112.1627
"Oshkosh,Nebraska",41.408,-102.3452
"Ninilchik,Alaska",60.0745,-151.3843
"Wittenberg,Wisconsin",44.827,-89.1664
"Riceville,Tennessee",35.3895,-84.6989
"Baconton,Georgia",31.3804,-84.1592
"Bude,Mississippi",31.463,-90.8509
"Glidden,Iowa",42.0577,-94.7266
"Galatia,Illinois",37.8414,-88.6148
"Valley Springs,South Dakota",43.5824,-96.4656
"Middlesex,North Carolina",35.7894,-78.2047
"Whitewater,Kansas",37.9636,-97.146
"Clark Fork,Idaho",48.1472,-116.1768
"Angel Fire,New Mexico",36.3821,-105.2718
"Silver Lake,Indiana",41.0743,-85.8923
"Riverpoint,Washington",47.4842,-121.7151
"Clifton,South Carolina",34.9846,-81.8222
"Bloomingburg,New York",41.5519,-74.4436
"Riceville,Iowa",43.362,-92.5538
"North Webster,Indiana",41.3239,-85.6979
"Hillsboro,Mississippi",32.4491,-89.4889
"Crawford,Nebraska",42.6845,-103.416
"Marblehead,Ohio",41.5236,-82.7285
"Sunnyside,Georgia",31.2406,-82.3411
"Brady,Washington",47.0064,-123.5321
"Bauxite,Arkansas",34.5602,-92.4989
"Dublin,Indiana",39.8127,-85.2056
"Courtland,Mississippi",34.2411,-89.9433
"Louise,Texas",29.1118,-96.4123
"Savoy,Texas",33.5999,-96.3662
"Campti,Louisiana",31.898,-93.1158
"Acalanes Ridge,California",37.9046,-122.0786
"Odin,Illinois",38.6159,-89.0541
"Twinsburg Heights,Ohio",41.3064,-81.4579
"Greeley Hill,California",37.7505,-120.1228
"Blades,Delaware",38.6353,-75.6024
"Merrill,Iowa",42.7206,-96.2519
"Lake Nebagamon,Wisconsin",46.512,-91.6995
"Lockwood,Missouri",37.3867,-93.9579
"Brook,Indiana",40.8664,-87.3653
"Camden,North Carolina",36.325,-76.17
"Jonestown,Mississippi",34.3222,-90.4541
"Buffalo Soapstone,Alaska",61.7071,-149.1093
"McElhattan,Pennsylvania",41.1543,-77.3522
"Chualar,California",36.5711,-121.5103
"Yorkville,Ohio",40.1528,-80.7079
"Peña Pobre,Puerto Rico",18.2174,-65.8221
"Twin Lakes,New Mexico",35.6833,-108.7709
"McCloud,California",41.2541,-122.1361
"Kendall,Washington",48.9156,-122.1336
"Miamitown,Ohio",39.217,-84.7095
"Halaula,Hawaii",20.2233,-155.7739
"Colfax,Indiana",40.1944,-86.6673
"Etna,Ohio",39.9544,-82.6878
"Oakland,South Carolina",33.9868,-80.4972
"Henderson,Nebraska",40.78,-97.8117
"Vanceboro,North Carolina",35.303,-77.1567
"Williamsport,Ohio",39.5824,-83.1206
"New Madison,Ohio",39.9671,-84.7082
"Royal Hawaiian Estates,Hawaii",19.4413,-155.1841
"Henderson,Minnesota",44.5278,-93.9091
"Kindred,North Dakota",46.6494,-97.0169
"Santa Clara Pueblo,New Mexico",35.9726,-106.0927
"Arthurdale,West Virginia",39.4953,-79.8168
"Borden,Indiana",38.4699,-85.9491
"Dale,South Carolina",32.5555,-80.7015
"Beach,North Dakota",46.9189,-104.0055
"Port Morris,New Jersey",40.9061,-74.6845
"Stephens,Arkansas",33.4221,-93.067
"Amity,Arkansas",34.2662,-93.4634
"Greenfields,Pennsylvania",40.3627,-75.9565
"Laurel,Nebraska",42.4301,-97.0986
"Waitsburg,Washington",46.2698,-118.1509
"Christiana,Pennsylvania",39.9545,-75.997
"Kettleman City,California",36.0089,-119.9629
"Grantsville,Maryland",39.6969,-79.1528
"Bayshore,Oregon",44.4419,-124.0754
"Boyce,Virginia",39.0933,-78.0601
"Bromley,Kentucky",39.0801,-84.5629
"Inman Mills,South Carolina",35.0408,-82.1024
"Guilford Lake,Ohio",40.8032,-80.8772
"Rennerdale,Pennsylvania",40.4002,-80.1396
"Bellaire,Michigan",44.9739,-85.2057
"Augusta,Michigan",42.3378,-85.3525
"Carlton,Minnesota",46.6628,-92.4067
"Ashippun,Wisconsin",43.2182,-88.5159
"Essex,Illinois",41.1819,-88.1926
"McCullom Lake,Illinois",42.368,-88.2965
"Inkom,Idaho",42.7955,-112.2448
"Stover,Missouri",38.4417,-92.9902
"Norris Canyon,California",37.7457,-121.9881
"Eagle Lake,Wisconsin",42.7014,-88.1291
"Upper Lake,California",39.1655,-122.9052
"Wister,Oklahoma",34.9696,-94.7212
"Marion,South Dakota",43.4236,-97.2605
"Laupahoehoe,Hawaii",19.9723,-155.2345
"Bloomingburg,Ohio",39.6079,-83.3953
"Allgood,Alabama",33.9064,-86.5178
"Cluster Springs,Virginia",36.6128,-78.9221
"Danielsville,Georgia",34.1238,-83.2202
"Hulmeville,Pennsylvania",40.1421,-74.9075
"Greenview,Illinois",40.0849,-89.7406
"Palo Alto,Pennsylvania",40.6861,-76.1699
"Riner,Virginia",37.0676,-80.4405
"Goochland,Virginia",37.6974,-77.8943
"Grand Meadow,Minnesota",43.7062,-92.5701
"Westphalia,Michigan",42.9303,-84.7981
"Hymera,Indiana",39.1859,-87.2989
"Estelline,South Dakota",44.5768,-96.9011
"Ostrander,Ohio",40.269,-83.2075
"Blue Ball,Pennsylvania",40.1157,-76.0517
"Wishek,North Dakota",46.2554,-99.5546
"Sister Bay,Wisconsin",45.1835,-87.1271
"Medora,Indiana",38.8247,-86.1711
"Wadley,Alabama",33.1239,-85.5683
"Lake Victoria,Michigan",42.9168,-84.3749
"Faison,North Carolina",35.1164,-78.136
"Munds Park,Arizona",34.9382,-111.6318
"Greene,Maine",44.1898,-70.1418
"Medford,Oklahoma",36.8035,-97.7378
"Lakeview,Arkansas",36.3739,-92.5387
"Lobelville,Tennessee",35.7508,-87.7958
"Sidney,Iowa",40.7459,-95.6447
"Hamel,Illinois",38.8894,-89.8425
"Lanesville,Indiana",38.2394,-85.9821
"Danville,Iowa",40.8599,-91.3145
"Dovesville,South Carolina",34.4028,-79.903
"Coyne Center,Illinois",41.4006,-90.5627
"Cedar Flat,California",39.2101,-120.0965
"Welaka,Florida",29.4822,-81.6658
"Highland Holiday,Ohio",39.1949,-83.4703
"Woodlawn,North Carolina",36.1158,-79.2898
"Linesville,Pennsylvania",41.6564,-80.4225
"Prospect,Pennsylvania",40.8992,-80.0487
"Rural Valley,Pennsylvania",40.7991,-79.3149
"Newman Grove,Nebraska",41.7469,-97.7767
"Wagram,North Carolina",34.8891,-79.3652
"Victor,Iowa",41.7306,-92.2949
"Quinebaug,Connecticut",42.0107,-71.937
"Crescent,Louisiana",30.2406,-91.2864
"Tuttletown,California",38.0003,-120.4503
"Nelson,Georgia",34.3789,-84.3707
"Exeter,Missouri",36.6707,-93.9399
"Palestine,Indiana",41.1784,-85.9497
"Jekyll Island,Georgia",31.0732,-81.4206
"Lake Andes,South Dakota",43.156,-98.5361
"Knappa,Oregon",46.1694,-123.5822
"Horine,Missouri",38.2669,-90.4325
"Mountainaire,Arizona",35.0921,-111.6493
"Troy,Idaho",46.738,-116.7731
"Magnolia,North Carolina",34.896,-78.0541
"Candelero Arriba,Puerto Rico",18.1016,-65.8342
"Sykesville,Pennsylvania",41.0475,-78.8185
"Pawnee City,Nebraska",40.1106,-96.153
"Andrews,Florida",29.5496,-82.8883
"Bellemeade,Kentucky",38.251,-85.591
"Crosswicks,New Jersey",40.1439,-74.6409
"Ellenboro,North Carolina",35.3309,-81.7612
"Pabellones,Puerto Rico",18.4412,-66.2156
"Brooklyn,Michigan",42.1054,-84.2487
"McLean,Texas",35.2324,-100.6001
"Upton,Wyoming",44.1039,-104.6362
"Nemacolin,Pennsylvania",39.8784,-79.9294
"Wild Rose,Wisconsin",44.1788,-89.2442
"Turtle Lake,Wisconsin",45.3933,-92.1452
"Leesburg,Indiana",41.3307,-85.849
"Mitchell,Illinois",38.7631,-90.0816
"Logan,New Mexico",35.3576,-103.4426
"DeSales University,Pennsylvania",40.5382,-75.3782
"Hospers,Iowa",43.0722,-95.9039
"Aurelia,Iowa",42.7131,-95.4368
"North Tunica,Mississippi",34.7031,-90.3797
"Hesperia,Michigan",43.5691,-86.0407
"Rand,West Virginia",38.2818,-81.5653
"Cedar Key,Florida",29.146,-83.0388
"Honduras,Puerto Rico",18.1412,-66.2004
"Rocky Point,North Carolina",34.4441,-77.8909
"New Salem,North Dakota",46.8431,-101.4178
"Califon,New Jersey",40.7193,-74.8371
"Union Bridge,Maryland",39.5731,-77.1744
"Klondike Corner,New Hampshire",42.964,-71.6389
"Francesville,Indiana",40.9853,-86.8834
"Footville,Wisconsin",42.6715,-89.2084
"Inverness,Mississippi",33.3543,-90.5913
"Toughkenamon,Pennsylvania",39.8313,-75.7565
"Plandome Heights,New York",40.8021,-73.7049
"Burwell,Nebraska",41.7801,-99.1342
"Linn Valley,Kansas",38.3758,-94.712
"Flanagan,Illinois",40.8771,-88.8596
"Stateline,Nevada",38.9678,-119.944
"Franklin,Georgia",33.2797,-85.0985
"McKinley Heights,Ohio",41.186,-80.7177
"Fallon Station,Nevada",39.415,-118.7165
"Walker,Minnesota",47.0906,-94.5885
"Rocky Boy West,Montana",48.2972,-109.9918
"Fairacres,New Mexico",32.3047,-106.8367
"Hinton,Iowa",42.6212,-96.2977
"Manassa,Colorado",37.1738,-105.9373
"West Bend,Iowa",42.96,-94.4457
"Northwood,North Dakota",47.7384,-97.5707
"Clarence,Missouri",39.7432,-92.2602
"Round Hill Village,Nevada",38.9937,-119.9233
"Bigelow Corners,Connecticut",41.4694,-73.5057
"Mississippi Valley State University,Mississippi",33.5172,-90.3444
"Killbuck,Ohio",40.496,-81.9823
"Bolton,Mississippi",32.3546,-90.4586
"Crescent Beach,Florida",29.7355,-81.2413
"Woodridge,New York",41.7122,-74.5741
"Carnesville,Georgia",34.3729,-83.2328
"Hauser,Idaho",47.7667,-117.0133
"Jarratt,Virginia",36.816,-77.4689
"Witt,Illinois",39.2539,-89.3488
"Morrisonville,Illinois",39.4217,-89.459
"Van Buren,Indiana",40.6157,-85.5039
"Offerman,Georgia",31.4088,-82.1132
"Fremont,North Carolina",35.5436,-77.9751
"St. Paul,Indiana",39.4283,-85.6287
"Meigs,Georgia",31.0714,-84.0922
"Blue Mound,Illinois",39.7004,-89.1185
"Centuria,Wisconsin",45.4498,-92.5579
"Schleswig,Iowa",42.1612,-95.4352
"Bingen,Washington",45.7139,-121.4704
"Cammack Village,Arkansas",34.7808,-92.3449
"Germania,New Jersey",39.5088,-74.5922
"Langdon Place,Kentucky",38.2865,-85.5849
"Pound,Virginia",37.126,-82.6071
"Trinidad,Texas",32.1562,-96.1054
"Pinopolis,South Carolina",33.2287,-80.0386
"Stephenson,Michigan",45.4137,-87.6091
"McLeansville,North Carolina",36.1045,-79.6554
"Lamboglia,Puerto Rico",17.9847,-65.9859
"Utica,Indiana",38.338,-85.6559
"Glenvar,Virginia",37.276,-80.1257
"Cheyenne Wells,Colorado",38.8192,-102.3521
"Carlsborg,Washington",48.0842,-123.1697
"Waterloo,Nebraska",41.2856,-96.285
"Craigsville,Virginia",38.0838,-79.3853
"Cedar Hill,New Mexico",36.9424,-107.8862
"Morgantown,Mississippi",31.5751,-91.3521
"Oquawka,Illinois",40.9379,-90.9499
"Oak Grove,Alabama",33.1927,-86.304
"Au Gres,Michigan",44.0432,-83.6934
"Allen,Oklahoma",34.8776,-96.4129
"Howard,South Dakota",44.0117,-97.5246
"Kenansville,North Carolina",34.9598,-77.9659
"Ore City,Texas",32.8008,-94.7182
"Texhoma,Oklahoma",36.5054,-101.7872
"Fairton,New Jersey",39.3758,-75.213
"Hugo,Colorado",39.1362,-103.4731
"Napoleon,Michigan",42.1658,-84.2416
"Rutland,Ohio",39.0412,-82.1285
"Shellman,Georgia",31.7571,-84.6159
"Highland,Maryland",39.1814,-76.957
"Springer,New Mexico",36.3623,-104.5997
"Malott,Washington",48.2918,-119.6955
"West Cape May,New Jersey",38.9423,-74.9378
"Ridge Farm,Illinois",39.8957,-87.652
"Brantley,Alabama",31.5823,-86.2569
"Weeki Wachee Gardens,Florida",28.5375,-82.6208
"New Hope,Virginia",38.1954,-78.9044
"Oakland,Illinois",39.6574,-88.0275
"Sullivan,Ohio",41.028,-82.2212
"Hyndman,Pennsylvania",39.8207,-78.7214
"Allen,South Dakota",43.2792,-101.9265
"Truesdale,Missouri",38.8124,-91.122
"Reid Hope King,Texas",25.9227,-97.4141
"Schroon Lake,New York",43.8345,-73.7647
"Mesa Verde,California",33.5957,-114.7317
"Chase,Pennsylvania",41.2801,-75.9649
"Roseville,Illinois",40.7307,-90.6638
"Jonesville,South Carolina",34.8348,-81.6811
"Buffalo Center,Iowa",43.3894,-93.9428
"Palenville,New York",42.1773,-74.0226
"De Soto,Iowa",41.5371,-94.0103
"New Hope,North Carolina",35.3774,-77.8923
"Trumbauersville,Pennsylvania",40.4133,-75.3803
"Klamath,California",41.5442,-124.0245
"Grantwood Village,Missouri",38.5509,-90.3532
"Winding Cypress,Florida",26.0641,-81.6782
"Start,Louisiana",32.4902,-91.865
"Fort Davis,Texas",30.5789,-103.8946
"Harris,Minnesota",45.5976,-92.9869
"Mechanicsville,Iowa",41.9056,-91.2536
"Mapleton,Iowa",42.1673,-95.7909
"Stebbins,California",35.4056,-119.3142
"Cleveland,Missouri",38.6788,-94.598
"Dash Point,Washington",47.313,-122.4154
"Meadow Vale,Kentucky",38.2833,-85.5725
"York Springs,Pennsylvania",40.0093,-77.1159
"Inyokern,California",35.6546,-117.8213
"Oregon,Missouri",39.9861,-95.1433
"Oxford,Arkansas",36.209,-91.9183
"Metolius,Oregon",44.5875,-121.176
"Benkelman,Nebraska",40.0468,-101.5402
"Buras,Louisiana",29.3528,-89.5247
"Coalmont,Tennessee",35.3458,-85.7113
"Swayzee,Indiana",40.5066,-85.8244
"Ramsey,Illinois",39.1457,-89.1103
"Shoreham,Michigan",42.0604,-86.5115
"New Hamburg,New York",41.5891,-73.9428
"Springport,Michigan",42.3783,-84.6965
"Keosauqua,Iowa",40.7347,-91.9604
"Richfield,North Carolina",35.4716,-80.2586
"Upper Bear Creek,Colorado",39.6319,-105.4154
"Lake View,Iowa",42.3046,-95.041
"Minersville,Utah",38.2333,-112.9602
"Roy,Washington",46.997,-122.5423
"Eden Roc,Hawaii",19.4917,-155.0958
"Glasgow,Oregon",43.4371,-124.1961
"Donnellson,Iowa",40.6453,-91.5641
"Ector,Texas",33.5793,-96.2731
"Esperanza,Puerto Rico",18.1021,-65.4798
"Mayer,Arizona",34.4233,-112.2408
"Benítez,Puerto Rico",18.2726,-65.8788
"Sunol,California",37.59,-121.8847
"Ridgeside,Tennessee",35.0349,-85.247
"Cedar Crest,New Mexico",35.1114,-106.3802
"Meredosia,Illinois",39.8308,-90.5569
"Elwood,New Jersey",39.5731,-74.7148
"Ulm,Montana",47.4197,-111.5252
"Sanbornville,New Hampshire",43.5525,-71.0297
"Big Point,Mississippi",30.5905,-88.4846
"Coleman,Florida",28.8028,-82.0707
"Beaver,West Virginia",37.7356,-81.15
"East Mountain,Texas",32.6008,-94.8525
"Vineyard Lake,Michigan",42.0868,-84.2102
"Fabrica,Texas",28.7446,-100.4934
"Shalimar,Florida",30.4435,-86.583
"Merryville,Louisiana",30.7571,-93.5246
"Lake Michigan Beach,Michigan",42.2127,-86.376
"Downsville,Maryland",39.5549,-77.8016
"Oscoda,Michigan",44.425,-83.3339
"Sugar Notch,Pennsylvania",41.1939,-75.9312
"Punaluu,Hawaii",21.581,-157.8901
"Orangeville,Illinois",42.4659,-89.6469
"Luttrell,Tennessee",36.2096,-83.7485
"Alhambra Valley,California",37.9668,-122.1361
"Dyer,Arkansas",35.4944,-94.1388
"Deerfield,Michigan",41.8901,-83.779
"Haxtun,Colorado",40.642,-102.6297
"East Newnan,Georgia",33.3461,-84.7763
"Rison,Arkansas",33.9599,-92.1936
"Red Cloud,Nebraska",40.0864,-98.5222
"Madison,Kansas",38.1336,-96.1372
"Addison,West Virginia",38.4782,-80.4082
"West Marion,North Carolina",35.6525,-82.0191
"Glenmoore,Pennsylvania",40.0868,-75.782
"Decaturville,Tennessee",35.5819,-88.1195
"Doniphan,Nebraska",40.7742,-98.3708
"Philadelphia,Tennessee",35.6791,-84.3999
"Amelia Court House,Virginia",37.3367,-77.9882
"North,South Carolina",33.6164,-81.103
"Krotz Springs,Louisiana",30.5323,-91.7518
"Lomas,Puerto Rico",18.2688,-65.9096
"Stockton,Utah",40.4496,-112.3672
"Loreauville,Louisiana",30.0602,-91.7378
"Philipsburg,Montana",46.3324,-113.296
"White Deer,Texas",35.4332,-101.1751
"Coon Valley,Wisconsin",43.7024,-91.0112
"Toksook Bay,Alaska",60.5333,-165.1557
"Scottsmoor,Florida",28.768,-80.871
"North Haven,New York",41.023,-72.314
"Pleasant View Village,Indiana",39.3337,-85.9736
"West Point,Iowa",40.7145,-91.4527
"Lebec,California",34.845,-118.8992
"Kanawha,Iowa",42.9342,-93.7932
"Tonasket,Washington",48.7075,-119.4409
"Canon,Georgia",34.3455,-83.1107
"La Vina,California",36.8798,-120.1149
"Bessemer,Pennsylvania",40.9756,-80.4878
"Grandfield,Oklahoma",34.2306,-98.6875
"Morristown,Minnesota",44.2239,-93.4445
"Mossyrock,Washington",46.5305,-122.4887
"Seneca,Pennsylvania",41.377,-79.7073
"Stockertown,Pennsylvania",40.7547,-75.2627
"Patoka,Indiana",38.4008,-87.5874
"Walthill,Nebraska",42.1489,-96.4929
"Niederwald,Texas",30.0038,-97.7532
"Akutan,Alaska",54.1594,-165.7328
"Bloomsdale,Missouri",38.0146,-90.2213
"Lompico,California",37.11,-122.0523
"Dickeyville,Wisconsin",42.6246,-90.5914
"Otisville,Michigan",43.1661,-83.5247
"Walhalla,North Dakota",48.9211,-97.9176
"Mansfield,Illinois",40.2125,-88.5084
"Plantersville,Mississippi",34.2103,-88.6655
"Gary,West Virginia",37.3619,-81.5415
"South Lansing,New York",42.5369,-76.4968
"Eureka,South Dakota",45.7707,-99.6207
"Benton,Kansas",37.7882,-97.1078
"New Holland,Ohio",39.5544,-83.2595
"Odell,Illinois",41.0023,-88.523
"Teton,Idaho",43.8871,-111.6723
"New Bloomfield,Missouri",38.7168,-92.0915
"Crystal,Michigan",43.2642,-84.9276
"Lynn,Alabama",34.0548,-87.5555
"Deer River,Minnesota",47.3391,-93.7929
"Stamping Ground,Kentucky",38.2697,-84.6831
"Archer,Florida",29.54,-82.5186
"Pleasant Hill,Illinois",39.4432,-90.873
"Bechtelsville,Pennsylvania",40.371,-75.6307
"Crofton,Nebraska",42.7315,-97.4986
"Seelyville,Indiana",39.4936,-87.2667
"Essex,Iowa",40.8327,-95.3038
"Butte des Morts,Wisconsin",44.1058,-88.6564
"Tomás de Castro,Puerto Rico",18.184,-66.0186
"Aplington,Iowa",42.5819,-92.8835
"Teton Village,Wyoming",43.5907,-110.8419
"Hubbard Lake,Michigan",44.8108,-83.5605
"Seligman,Missouri",36.5231,-93.9387
"Knoxville,Pennsylvania",41.9605,-77.4379
"Wedowee,Alabama",33.3078,-85.4864
"Goodfield,Illinois",40.6266,-89.2688
"East Butler,Pennsylvania",40.8788,-79.8473
"East Conemaugh,Pennsylvania",40.3476,-78.8861
"Hot Sulphur Springs,Colorado",40.0748,-106.1032
"Sunrise Beach Village,Texas",30.5862,-98.4187
"Greers Ferry,Arkansas",35.5674,-92.1688
"Merrill,Oregon",42.026,-121.6008
"Deer Trail,Colorado",39.6154,-104.0434
"Pinesdale,Montana",46.3339,-114.2232
"Altamont,Tennessee",35.4325,-85.7433
"Virginia City,Nevada",39.3074,-119.6483
"St. Jo,Texas",33.695,-97.5231
"Rib Lake,Wisconsin",45.3195,-90.203
"Callender Lake,Texas",32.3675,-95.6983
"Mooresburg,Tennessee",36.3531,-83.2362
"Hartrandt,Wyoming",42.8836,-106.3492
"Cuba,Illinois",40.4936,-90.1933
"Lake Colorado City,Texas",32.3491,-100.9375
"Edwards,Mississippi",32.3326,-90.6055
"Grand Isle,Louisiana",29.2135,-90.0308
"St. Charles,Iowa",41.2872,-93.8075
"Quinter,Kansas",39.0666,-100.2347
"Central,Utah",37.415,-113.6262
"Edon,Ohio",41.5562,-84.7693
"Hernandez,New Mexico",36.0567,-106.1185
"Arnold,Nebraska",41.4231,-100.1936
"Bethel Springs,Tennessee",35.2342,-88.6131
"Newton,Utah",41.8612,-111.9909
"Misericordia University,Pennsylvania",41.346,-75.971
"Benton,Wisconsin",42.57,-90.3835
"Mazeppa,Minnesota",44.2737,-92.5403
"Montezuma,Indiana",39.7911,-87.3694
"Winfall,North Carolina",36.2105,-76.4548
"Nickerson,Kansas",38.1488,-98.0883
